osmid,name,anlik_risk,geometry
892664ca277ffff,"H3:892664ca277ffff (suc=8, lamba_ariza=12)",34.03,"LINESTRING (-87.75081885508347 41.928883570615945, -87.75081885508347 41.928883570615945)"
89266456467ffff,"H3:89266456467ffff (suc=7, lamba_ariza=13)",31.78,"LINESTRING (-87.62779578243857 41.69585820631012, -87.62779578243857 41.69585820631012)"
892664cb5d3ffff,"H3:892664cb5d3ffff (suc=17, lamba_ariza=30)",65.46,"LINESTRING (-87.77289273678846 41.9611617672715, -87.77289273678846 41.9611617672715)"
892664cd1a3ffff,"H3:892664cd1a3ffff (suc=21, lamba_ariza=6)",55.69,"LINESTRING (-87.6666815187513 41.77195799947933, -87.6666815187513 41.77195799947933)"
892664cb3abffff,"H3:892664cb3abffff (suc=17, lamba_ariza=20)",61.5,"LINESTRING (-87.80025979874046 41.9242371022009, -87.80025979874046 41.9242371022009)"
89266452dcbffff,"H3:89266452dcbffff (suc=2, lamba_ariza=0)",7.17,"LINESTRING (-87.72507923823909 41.75509031429629, -87.72507923823909 41.75509031429629)"
892664d9ba3ffff,"H3:892664d9ba3ffff (suc=6, lamba_ariza=13)",28.6,"LINESTRING (-87.74930818500981 41.970153718558294, -87.74930818500981 41.970153718558294)"
8926645649bffff,"H3:8926645649bffff (suc=15, lamba_ariza=24)",58.99,"LINESTRING (-87.62042080260822 41.71331486744637, -87.62042080260822 41.71331486744637)"
892664c8827ffff,"H3:892664c8827ffff (suc=0, lamba_ariza=7)",5.59,"LINESTRING (-87.72447259093038 41.8316505508972, -87.72447259093038 41.8316505508972)"
892664cc813ffff,"H3:892664cc813ffff (suc=36, lamba_ariza=34)",87.17,"LINESTRING (-87.58481136713614 41.732216127420934, -87.58481136713614 41.732216127420934)"
892664cd44fffff,"H3:892664cd44fffff (suc=20, lamba_ariza=24)",68.16,"LINESTRING (-87.70302447829755 41.807522372239255, -87.70302447829755 41.807522372239255)"
892664ca657ffff,"H3:892664ca657ffff (suc=15, lamba_ariza=12)",50.96,"LINESTRING (-87.74699499527803 41.956814616843545, -87.74699499527803 41.956814616843545)"
892664cd0cbffff,"H3:892664cd0cbffff (suc=8, lamba_ariza=31)",45.66,"LINESTRING (-87.70792996452346 41.7958680541945, -87.70792996452346 41.7958680541945)"
892664c838fffff,"H3:892664c838fffff (suc=7, lamba_ariza=10)",29.23,"LINESTRING (-87.76865689433357 41.8769952293672, -87.76865689433357 41.8769952293672)"
892664cb5b7ffff,"H3:892664cb5b7ffff (suc=19, lamba_ariza=18)",62.16,"LINESTRING (-87.75367511574532 41.950345867400586, -87.75367511574532 41.950345867400586)"
8926645658bffff,"H3:8926645658bffff (suc=16, lamba_ariza=1)",42.87,"LINESTRING (-87.6008203132451 41.69439207781207, -87.6008203132451 41.69439207781207)"
892664cad2bffff,"H3:892664cad2bffff (suc=53, lamba_ariza=19)",86.37,"LINESTRING (-87.65542470200721 41.88290077948227, -87.65542470200721 41.88290077948227)"
892664cf527ffff,"H3:892664cf527ffff (suc=55, lamba_ariza=12)",80.32,"LINESTRING (-87.61503345846967 41.82876128661271, -87.61503345846967 41.82876128661271)"
892664c1e5bffff,"H3:892664c1e5bffff (suc=15, lamba_ariza=10)",48.49,"LINESTRING (-87.64081809580188 41.89873374434836, -87.64081809580188 41.89873374434836)"
892664d9e23ffff,"H3:892664d9e23ffff (suc=0, lamba_ariza=15)",12.88,"LINESTRING (-87.76839911162975 42.00015690698043, -87.76839911162975 42.00015690698043)"
892664cab8fffff,"H3:892664cab8fffff (suc=32, lamba_ariza=2)",63.3,"LINESTRING (-87.68865688214359 41.869770039026754, -87.68865688214359 41.869770039026754)"
892664cc8d7ffff,"H3:892664cc8d7ffff (suc=42, lamba_ariza=45)",91.56,"LINESTRING (-87.58655559677993 41.73741550492033, -87.58655559677993 41.73741550492033)"
892664cd64fffff,"H3:892664cd64fffff (suc=9, lamba_ariza=11)",34.8,"LINESTRING (-87.73251192525838 41.80313473775563, -87.73251192525838 41.80313473775563)"
89266419087ffff,"H3:89266419087ffff (suc=2, lamba_ariza=0)",6.25,"LINESTRING (-87.54339310049785 41.68104608997339, -87.54339310049785 41.68104608997339)"
892664cd5c7ffff,"H3:892664cd5c7ffff (suc=13, lamba_ariza=16)",49.67,"LINESTRING (-87.67124538896815 41.79858599444563, -87.67124538896815 41.79858599444563)"
892664cf67bffff,"H3:892664cf67bffff (suc=9, lamba_ariza=26)",45.3,"LINESTRING (-87.68284717370328 41.8460358876624, -87.68284717370328 41.8460358876624)"
892664cd9cfffff,"H3:892664cd9cfffff (suc=18, lamba_ariza=28)",66.38,"LINESTRING (-87.65090766879524 41.725170294496834, -87.65090766879524 41.725170294496834)"
892664cea0fffff,"H3:892664cea0fffff (suc=58, lamba_ariza=24)",90.13,"LINESTRING (-87.57001006289819 41.767145343048554, -87.57001006289819 41.767145343048554)"
892664c8dabffff,"H3:892664c8dabffff (suc=36, lamba_ariza=38)",87.53,"LINESTRING (-87.69549759070138 41.84415701820982, -87.69549759070138 41.84415701820982)"
892664ca61bffff,"H3:892664ca61bffff (suc=3, lamba_ariza=3)",12.62,"LINESTRING (-87.74276929134919 41.95744433349762, -87.74276929134919 41.95744433349762)"
892664cf18bffff,"H3:892664cf18bffff (suc=10, lamba_ariza=19)",44.27,"LINESTRING (-87.62891612145606 41.82397645620672, -87.62891612145606 41.82397645620672)"
892664ca553ffff,"H3:892664ca553ffff (suc=10, lamba_ariza=17)",44.48,"LINESTRING (-87.6994351578633 41.94747480812884, -87.6994351578633 41.94747480812884)"
892664d8873ffff,"H3:892664d8873ffff (suc=5, lamba_ariza=0)",15.96,"LINESTRING (-87.67742969792614 41.980843654372876, -87.67742969792614 41.980843654372876)"
892664cb423ffff,"H3:892664cb423ffff (suc=6, lamba_ariza=15)",31.25,"LINESTRING (-87.7855682045935 41.95926880149397, -87.7855682045935 41.95926880149397)"
892664cd353ffff,"H3:892664cd353ffff (suc=11, lamba_ariza=15)",43.42,"LINESTRING (-87.7177333424969 41.77256413036642, -87.7177333424969 41.77256413036642)"
892664cc30bffff,"H3:892664cc30bffff (suc=31, lamba_ariza=9)",68.76,"LINESTRING (-87.63195054452859 41.760725271090216, -87.63195054452859 41.760725271090216)"
892664c10abffff,"H3:892664c10abffff (suc=0, lamba_ariza=1)",1.04,"LINESTRING (-87.6314689578749 41.9301977773782, -87.6314689578749 41.9301977773782)"
892664d984fffff,"H3:892664d984fffff (suc=0, lamba_ariza=3)",2.54,"LINESTRING (-87.76485165214653 41.989734626244655, -87.76485165214653 41.989734626244655)"
8926641932bffff,"H3:8926641932bffff (suc=7, lamba_ariza=17)",36.71,"LINESTRING (-87.56115794085636 41.648444825632666, -87.56115794085636 41.648444825632666)"
892664ccc67ffff,"H3:892664ccc67ffff (suc=29, lamba_ariza=7)",64.45,"LINESTRING (-87.58111318660094 41.74094710860297, -87.58111318660094 41.74094710860297)"
892664ca053ffff,"H3:892664ca053ffff (suc=23, lamba_ariza=12)",63.43,"LINESTRING (-87.7290126656346 41.94307555175389, -87.7290126656346 41.94307555175389)"
892664cd2b3ffff,"H3:892664cd2b3ffff (suc=19, lamba_ariza=12)",57.07,"LINESTRING (-87.7158183207367 41.78650192308682, -87.7158183207367 41.78650192308682)"
892664ccab3ffff,"H3:892664ccab3ffff (suc=14, lamba_ariza=11)",47.54,"LINESTRING (-87.60287740578734 41.72682034211997, -87.60287740578734 41.72682034211997)"
892664cdd13ffff,"H3:892664cdd13ffff (suc=10, lamba_ariza=5)",33.48,"LINESTRING (-87.63511972125988 41.74388081491413, -87.63511972125988 41.74388081491413)"
892664cea53ffff,"H3:892664cea53ffff (suc=9, lamba_ariza=2)",28.64,"LINESTRING (-87.57894574150747 41.77401616739679, -87.57894574150747 41.77401616739679)"
892664d8bc3ffff,"H3:892664d8bc3ffff (suc=11, lamba_ariza=13)",42.12,"LINESTRING (-87.6853565009566 41.97145664702143, -87.6853565009566 41.97145664702143)"
892664c8d27ffff,"H3:892664c8d27ffff (suc=3, lamba_ariza=6)",15.79,"LINESTRING (-87.69496559166971 41.83603872193207, -87.69496559166971 41.83603872193207)"
892664c1687ffff,"H3:892664c1687ffff (suc=30, lamba_ariza=15)",72.63,"LINESTRING (-87.6499468497089 41.9520812817484, -87.6499468497089 41.9520812817484)"
892664d89bbffff,"H3:892664d89bbffff (suc=4, lamba_ariza=2)",15.95,"LINESTRING (-87.64253967029916 41.96959509853729, -87.64253967029916 41.96959509853729)"
892664cac07ffff,"H3:892664cac07ffff (suc=42, lamba_ariza=34)",90.1,"LINESTRING (-87.67389392516057 41.90476849184466, -87.67389392516057 41.90476849184466)"
892664d9bafffff,"H3:892664d9bafffff (suc=6, lamba_ariza=9)",25.58,"LINESTRING (-87.7505360509448 41.96723373011832, -87.7505360509448 41.96723373011832)"
892664cc0abffff,"H3:892664cc0abffff (suc=37, lamba_ariza=24)",84.11,"LINESTRING (-87.61192939251968 41.7800651334718, -87.61192939251968 41.7800651334718)"
892664ca0b3ffff,"H3:892664ca0b3ffff (suc=14, lamba_ariza=20)",55.89,"LINESTRING (-87.70612137766705 41.94100923401794, -87.70612137766705 41.94100923401794)"
892664caeb7ffff,"H3:892664caeb7ffff (suc=40, lamba_ariza=31)",88.5,"LINESTRING (-87.69078314647925 41.90226133427547, -87.69078314647925 41.90226133427547)"
892664d887bffff,"H3:892664d887bffff (suc=12, lamba_ariza=9)",40.16,"LINESTRING (-87.68165911955529 41.98021598566255, -87.68165911955529 41.98021598566255)"
892664cac63ffff,"H3:892664cac63ffff (suc=27, lamba_ariza=23)",76.61,"LINESTRING (-87.68356938248962 41.90059811071863, -87.68356938248962 41.90059811071863)"
892759369cfffff,"H3:892759369cfffff (suc=0, lamba_ariza=4)",3.27,"LINESTRING (-87.81735734873203 41.98736351551587, -87.81735734873203 41.98736351551587)"
892664570b7ffff,"H3:892664570b7ffff (suc=4, lamba_ariza=10)",20.51,"LINESTRING (-87.69680504846612 41.69107910635136, -87.69680504846612 41.69107910635136)"
892664cf037ffff,"H3:892664cf037ffff (suc=13, lamba_ariza=15)",47.68,"LINESTRING (-87.64331814627127 41.827307818949514, -87.64331814627127 41.827307818949514)"
892664d8c03ffff,"H3:892664d8c03ffff (suc=21, lamba_ariza=27)",71.35,"LINESTRING (-87.66332864483797 42.00483358343957, -87.66332864483797 42.00483358343957)"
892664cc633ffff,"H3:892664cc633ffff (suc=44, lamba_ariza=6)",72.8,"LINESTRING (-87.63403228442355 41.79317756959752, -87.63403228442355 41.79317756959752)"
892664c16c3ffff,"H3:892664c16c3ffff (suc=26, lamba_ariza=18)",72.0,"LINESTRING (-87.66438963936301 41.95541276114043, -87.66438963936301 41.95541276114043)"
892664cd6c7ffff,"H3:892664cd6c7ffff (suc=11, lamba_ariza=45)",54.68,"LINESTRING (-87.72163698941421 41.810216874050916, -87.72163698941421 41.810216874050916)"
892664cac53ffff,"H3:892664cac53ffff (suc=49, lamba_ariza=16)",83.38,"LINESTRING (-87.68709238113365 41.91101322970524, -87.68709238113365 41.91101322970524)"
892664d99abffff,"H3:892664d99abffff (suc=7, lamba_ariza=21)",39.01,"LINESTRING (-87.72394457202628 41.973931383102276, -87.72394457202628 41.973931383102276)"
892664ca4abffff,"H3:892664ca4abffff (suc=5, lamba_ariza=15)",30.08,"LINESTRING (-87.70296517865565 41.95789487419412, -87.70296517865565 41.95789487419412)"
892664c1a2bffff,"H3:892664c1a2bffff (suc=7, lamba_ariza=5)",24.8,"LINESTRING (-87.63450683899711 41.866865576240365, -87.63450683899711 41.866865576240365)"
892664cabafffff,"H3:892664cabafffff (suc=1, lamba_ariza=2)",2.31,"LINESTRING (-87.68390736058377 41.86227555271806, -87.68390736058377 41.86227555271806)"
892664c8edbffff,"H3:892664c8edbffff (suc=3, lamba_ariza=0)",11.16,"LINESTRING (-87.76090181008658 41.8672169725895, -87.76090181008658 41.8672169725895)"
892664ca48bffff,"H3:892664ca48bffff (suc=13, lamba_ariza=12)",44.91,"LINESTRING (-87.70772741848918 41.96539641784187, -87.70772741848918 41.96539641784187)"
892664cebcbffff,"H3:892664cebcbffff (suc=24, lamba_ariza=13)",65.28,"LINESTRING (-87.55686463210733 41.7608948028258, -87.55686463210733 41.7608948028258)"
892664cc4c3ffff,"H3:892664cc4c3ffff (suc=80, lamba_ariza=21)",90.44,"LINESTRING (-87.6152306691611 41.80961283213405, -87.6152306691611 41.80961283213405)"
892664cd817ffff,"H3:892664cd817ffff (suc=27, lamba_ariza=14)",68.98,"LINESTRING (-87.66159779171859 41.73722889334327, -87.66159779171859 41.73722889334327)"
892664c8db7ffff,"H3:892664c8db7ffff (suc=8, lamba_ariza=10)",32.84,"LINESTRING (-87.68706413773828 41.845409740819335, -87.68706413773828 41.845409740819335)"
8926645719bffff,"H3:8926645719bffff (suc=1, lamba_ariza=1)",2.61,"LINESTRING (-87.68787050614705 41.684224379671974, -87.68787050614705 41.684224379671974)"
8926645660bffff,"H3:8926645660bffff (suc=6, lamba_ariza=23)",36.5,"LINESTRING (-87.6577485193073 41.69960415729363, -87.6577485193073 41.69960415729363)"
89275936d1bffff,"H3:89275936d1bffff (suc=2, lamba_ariza=6)",10.59,"LINESTRING (-87.80578258120089 42.00552470514808, -87.80578258120089 42.00552470514808)"
892664ca8afffff,"H3:892664ca8afffff (suc=33, lamba_ariza=4)",65.89,"LINESTRING (-87.67529761682724 41.88268745620901, -87.67529761682724 41.88268745620901)"
892664ca643ffff,"H3:892664ca643ffff (suc=14, lamba_ariza=15)",50.06,"LINESTRING (-87.75122053949856 41.956184756601374, -87.75122053949856 41.956184756601374)"
892664c8503ffff,"H3:892664c8503ffff (suc=35, lamba_ariza=24)",82.69,"LINESTRING (-87.73598856058629 41.898272101381735, -87.73598856058629 41.898272101381735)"
892664ce32fffff,"H3:892664ce32fffff (suc=4, lamba_ariza=1)",13.83,"LINESTRING (-87.57749904858704 41.7960696135649, -87.57749904858704 41.7960696135649)"
892664cf64bffff,"H3:892664cf64bffff (suc=32, lamba_ariza=3)",64.23,"LINESTRING (-87.68882371768125 41.85061376002123, -87.68882371768125 41.85061376002123)"
892664c8507ffff,"H3:892664c8507ffff (suc=18, lamba_ariza=19)",61.51,"LINESTRING (-87.73299507978908 41.895983406415056, -87.73299507978908 41.895983406415056)"
892664d8c27ffff,"H3:892664d8c27ffff (suc=23, lamba_ariza=8)",59.71,"LINESTRING (-87.65557239521422 41.995033225345885, -87.65557239521422 41.995033225345885)"
892664cf1c3ffff,"H3:892664cf1c3ffff (suc=7, lamba_ariza=9)",28.08,"LINESTRING (-87.6361169383465 41.82564236055847, -87.6361169383465 41.82564236055847)"
892664cdb37ffff,"H3:892664cdb37ffff (suc=3, lamba_ariza=8)",16.16,"LINESTRING (-87.6654557508847 41.70937244249951, -87.6654557508847 41.70937244249951)"
892664cc573ffff,"H3:892664cc573ffff (suc=32, lamba_ariza=8)",68.1,"LINESTRING (-87.5950772366014 41.78255478442498, -87.5950772366014 41.78255478442498)"
892664ca14fffff,"H3:892664ca14fffff (suc=20, lamba_ariza=11)",58.47,"LINESTRING (-87.71050453883082 41.92120901664593, -87.71050453883082 41.92120901664593)"
892664cb0afffff,"H3:892664cb0afffff (suc=11, lamba_ariza=30)",51.76,"LINESTRING (-87.78869364149261 41.942382361893294, -87.78869364149261 41.942382361893294)"
892664c1257ffff,"H3:892664c1257ffff (suc=7, lamba_ariza=2)",23.32,"LINESTRING (-87.67548181613289 41.92914659856242, -87.67548181613289 41.92914659856242)"
89266456687ffff,"H3:89266456687ffff (suc=19, lamba_ariza=15)",60.32,"LINESTRING (-87.64390710452369 41.70438297605376, -87.64390710452369 41.70438297605376)"
892664c1b53ffff,"H3:892664c1b53ffff (suc=44, lamba_ariza=23)",86.41,"LINESTRING (-87.62431286874791 41.862908072396834, -87.62431286874791 41.862908072396834)"
892664d8a73ffff,"H3:892664d8a73ffff (suc=11, lamba_ariza=9)",39.15,"LINESTRING (-87.70703230418188 41.97644695061789, -87.70703230418188 41.97644695061789)"
892664ca243ffff,"H3:892664ca243ffff (suc=19, lamba_ariza=24)",65.83,"LINESTRING (-87.75980877508633 41.93575035441669, -87.75980877508633 41.93575035441669)"
892664c807bffff,"H3:892664c807bffff (suc=5, lamba_ariza=12)",24.77,"LINESTRING (-87.77519109793994 41.889691159094454, -87.77519109793994 41.889691159094454)"
892664cababffff,"H3:892664cababffff (suc=17, lamba_ariza=16)",57.5,"LINESTRING (-87.68689659069413 41.8645648605397, -87.68689659069413 41.8645648605397)"
892664d9ec7ffff,"H3:892664d9ec7ffff (suc=0, lamba_ariza=3)",2.01,"LINESTRING (-87.77495070835695 42.012870558976005, -87.77495070835695 42.012870558976005)"
892664cce77ffff,"H3:892664cce77ffff (suc=11, lamba_ariza=13)",41.89,"LINESTRING (-87.60934764063455 41.739506487962196, -87.60934764063455 41.739506487962196)"
892664caab7ffff,"H3:892664caab7ffff (suc=33, lamba_ariza=25)",82.39,"LINESTRING (-87.69938936438456 41.881843665410805, -87.69938936438456 41.881843665410805)"
892664d9bc7ffff,"H3:892664d9bc7ffff (suc=5, lamba_ariza=7)",21.21,"LINESTRING (-87.76253307724058 41.97639303361682, -87.76253307724058 41.97639303361682)"
892664cc43bffff,"H3:892664cc43bffff (suc=4, lamba_ariza=1)",12.86,"LINESTRING (-87.60874909996568 41.796916931770255, -87.60874909996568 41.796916931770255)"
892664ce2d3ffff,"H3:892664ce2d3ffff (suc=0, lamba_ariza=2)",1.6,"LINESTRING (-87.60536522576595 41.832921821357154, -87.60536522576595 41.832921821357154)"
892664d993bffff,"H3:892664d993bffff (suc=12, lamba_ariza=25)",52.21,"LINESTRING (-87.72940159148213 41.97038217741292, -87.72940159148213 41.97038217741292)"
892664cf6b7ffff,"H3:892664cf6b7ffff (suc=2, lamba_ariza=0)",5.26,"LINESTRING (-87.65754206606192 41.84978976510226, -87.65754206606192 41.84978976510226)"
892664c1a7bffff,"H3:892664c1a7bffff (suc=13, lamba_ariza=3)",38.33,"LINESTRING (-87.64470229924896 41.870822267014354, -87.64470229924896 41.870822267014354)"
892664cc847ffff,"H3:892664cc847ffff (suc=10, lamba_ariza=7)",34.53,"LINESTRING (-87.59446090439837 41.728063454156384, -87.59446090439837 41.728063454156384)"
892664cd087ffff,"H3:892664cd087ffff (suc=16, lamba_ariza=15)",55.55,"LINESTRING (-87.68932339506543 41.79317142908817, -87.68932339506543 41.79317142908817)"
892664cb483ffff,"H3:892664cb483ffff (suc=3, lamba_ariza=5)",14.52,"LINESTRING (-87.78366628323342 41.97323825612874, -87.78366628323342 41.97323825612874)"
8926645257bffff,"H3:8926645257bffff (suc=7, lamba_ariza=25)",40.68,"LINESTRING (-87.7590034732935 41.79645453865388, -87.7590034732935 41.79645453865388)"
892664c16d7ffff,"H3:892664c16d7ffff (suc=0, lamba_ariza=1)",0.27,"LINESTRING (-87.660162075109 41.95603949447575, -87.660162075109 41.95603949447575)"
892664cd3abffff,"H3:892664cd3abffff (suc=0, lamba_ariza=1)",0.56,"LINESTRING (-87.70036189688977 41.76695701987495, -87.70036189688977 41.76695701987495)"
8926641b213ffff,"H3:8926641b213ffff (suc=10, lamba_ariza=14)",41.63,"LINESTRING (-87.53452217421808 41.7205297086612, -87.53452217421808 41.7205297086612)"
892664cd247ffff,"H3:892664cd247ffff (suc=8, lamba_ariza=11)",34.48,"LINESTRING (-87.73687046327635 41.78336767085936, -87.73687046327635 41.78336767085936)"
89275936b3bffff,"H3:89275936b3bffff (suc=2, lamba_ariza=11)",17.84,"LINESTRING (-87.83915246013646 41.97314767047074, -87.83915246013646 41.97314767047074)"
892664cda57ffff,"H3:892664cda57ffff (suc=4, lamba_ariza=2)",13.89,"LINESTRING (-87.70244161597529 41.73389352415341, -87.70244161597529 41.73389352415341)"
892664c8d1bffff,"H3:892664c8d1bffff (suc=42, lamba_ariza=8)",74.1,"LINESTRING (-87.70569172013943 41.848107225335504, -87.70569172013943 41.848107225335504)"
892664c8137ffff,"H3:892664c8137ffff (suc=43, lamba_ariza=34)",90.29,"LINESTRING (-87.73559635833871 41.87098924211052, -87.73559635833871 41.87098924211052)"
892664cc117ffff,"H3:892664cc117ffff (suc=16, lamba_ariza=15)",54.44,"LINESTRING (-87.59404980775703 41.766328009777226, -87.59404980775703 41.766328009777226)"
892664cf28fffff,"H3:892664cf28fffff (suc=13, lamba_ariza=25)",54.33,"LINESTRING (-87.67634300431514 41.833339581999056, -87.67634300431514 41.833339581999056)"
892664cb43bffff,"H3:892664cb43bffff (suc=2, lamba_ariza=6)",12.69,"LINESTRING (-87.78856800652976 41.96155747648135, -87.78856800652976 41.96155747648135)"
892664d8eabffff,"H3:892664d8eabffff (suc=49, lamba_ariza=13)",80.59,"LINESTRING (-87.68571985779401 41.9987741315137, -87.68571985779401 41.9987741315137)"
89266452157ffff,"H3:89266452157ffff (suc=15, lamba_ariza=17)",53.78,"LINESTRING (-87.765114980237 41.7818869595038, -87.765114980237 41.7818869595038)"
892664d9b4bffff,"H3:892664d9b4bffff (suc=7, lamba_ariza=4)",24.48,"LINESTRING (-87.7764397444314 41.97158026973092, -87.7764397444314 41.97158026973092)"
892664caaabffff,"H3:892664caaabffff (suc=50, lamba_ariza=56)",94.32,"LINESTRING (-87.70782887734612 41.88058913022934, -87.70782887734612 41.88058913022934)"
892664cc527ffff,"H3:892664cc527ffff (suc=0, lamba_ariza=2)",1.49,"LINESTRING (-87.58192484747174 41.776306381325206, -87.58192484747174 41.776306381325206)"
892664cf577ffff,"H3:892664cf577ffff (suc=16, lamba_ariza=0)",42.33,"LINESTRING (-87.62521933770957 41.83271846138903, -87.62521933770957 41.83271846138903)"
89266419ed7ffff,"H3:89266419ed7ffff (suc=4, lamba_ariza=7)",18.86,"LINESTRING (-87.54137937128164 41.648632275333696, -87.54137937128164 41.648632275333696)"
892664d9a2fffff,"H3:892664d9a2fffff (suc=0, lamba_ariza=20)",16.75,"LINESTRING (-87.778213837141 41.976789931454405, -87.778213837141 41.976789931454405)"
892664ca583ffff,"H3:892664ca583ffff (suc=16, lamba_ariza=24)",61.92,"LINESTRING (-87.68253022209845 41.949985508420745, -87.68253022209845 41.949985508420745)"
892664cd2cbffff,"H3:892664cd2cbffff (suc=7, lamba_ariza=15)",35.25,"LINESTRING (-87.73740915411628 41.791480237124446, -87.73740915411628 41.791480237124446)"
892664c1e47ffff,"H3:892664c1e47ffff (suc=152, lamba_ariza=16)",88.57,"LINESTRING (-87.63483937658236 41.89415082177544, -87.63483937658236 41.89415082177544)"
892664cc053ffff,"H3:892664cc053ffff (suc=19, lamba_ariza=32)",69.03,"LINESTRING (-87.62929883281379 41.78568678555718, -87.62929883281379 41.78568678555718)"
