osmid,name,anlik_risk,geometry
892664c8cc3ffff,"H3:892664c8cc3ffff (suc=20, lamba_ariza=16)",62.69,"LINESTRING (-87.72838666634263 41.869329258018205, -87.72838666634263 41.869329258018205)"
892664cce13ffff,"H3:892664cce13ffff (suc=108, lamba_ariza=24)",93.35,"LINESTRING (-87.60565373219751 41.74823879428781, -87.60565373219751 41.74823879428781)"
892664cc63bffff,"H3:892664cc63bffff (suc=3, lamba_ariza=6)",15.65,"LINESTRING (-87.63824559752123 41.79255384274118, -87.63824559752123 41.79255384274118)"
89266452da7ffff,"H3:89266452da7ffff (suc=20, lamba_ariza=14)",60.27,"LINESTRING (-87.70174870780352 41.74491320663668, -87.70174870780352 41.74491320663668)"
892664ce35bffff,"H3:892664ce35bffff (suc=85, lamba_ariza=9)",81.05,"LINESTRING (-87.59538594752556 41.80981385511094, -87.59538594752556 41.80981385511094)"
892664d98b3ffff,"H3:892664d98b3ffff (suc=6, lamba_ariza=7)",25.05,"LINESTRING (-87.73947952632054 41.99351713898551, -87.73947952632054 41.99351713898551)"
892664ccc5bffff,"H3:892664ccc5bffff (suc=5, lamba_ariza=18)",30.99,"LINESTRING (-87.59179059382699 41.75301530555547, -87.59179059382699 41.75301530555547)"
892664cde87ffff,"H3:892664cde87ffff (suc=4, lamba_ariza=30)",34.84,"LINESTRING (-87.67702938860947 41.75677348390295, -87.67702938860947 41.75677348390295)"
892664564b3ffff,"H3:892664564b3ffff (suc=36, lamba_ariza=42)",88.59,"LINESTRING (-87.61149159890607 41.706451975886026, -87.61149159890607 41.706451975886026)"
892664cc8dbffff,"H3:892664cc8dbffff (suc=1, lamba_ariza=9)",9.7,"LINESTRING (-87.59374217253335 41.73908316657356, -87.59374217253335 41.73908316657356)"
892664cc69bffff,"H3:892664cc69bffff (suc=4, lamba_ariza=7)",19.97,"LINESTRING (-87.63630539493258 41.806495087666036, -87.63630539493258 41.806495087666036)"
892664cb2dbffff,"H3:892664cb2dbffff (suc=6, lamba_ariza=19)",34.62,"LINESTRING (-87.83625565670314 41.95168403033909, -87.83625565670314 41.95168403033909)"
892664cd243ffff,"H3:892664cd243ffff (suc=8, lamba_ariza=16)",38.35,"LINESTRING (-87.73985682044307 41.78565357625401, -87.73985682044307 41.78565357625401)"
892664c1ecbffff,"H3:892664c1ecbffff (suc=40, lamba_ariza=10)",74.94,"LINESTRING (-87.63536154706415 41.90227562324527, -87.63536154706415 41.90227562324527)"
892664d8bb3ffff,"H3:892664d8bb3ffff (suc=21, lamba_ariza=20)",67.5,"LINESTRING (-87.6679126597655 41.96583530465046, -87.6679126597655 41.96583530465046)"
892664c8833ffff,"H3:892664c8833ffff (suc=28, lamba_ariza=65)",83.19,"LINESTRING (-87.7262356948893 41.83685292619632, -87.7262356948893 41.83685292619632)"
8926645616fffff,"H3:8926645616fffff (suc=1, lamba_ariza=5)",7.56,"LINESTRING (-87.61977563778784 41.658870938999996, -87.61977563778784 41.658870938999996)"
892664cd973ffff,"H3:892664cd973ffff (suc=3, lamba_ariza=12)",20.23,"LINESTRING (-87.65038479085325 41.71706291164439, -87.65038479085325 41.71706291164439)"
892664d9e43ffff,"H3:892664d9e43ffff (suc=0, lamba_ariza=7)",5.42,"LINESTRING (-87.78463726071892 42.00868551880767, -87.78463726071892 42.00868551880767)"
892664529c7ffff,"H3:892664529c7ffff (suc=1, lamba_ariza=0)",1.9,"LINESTRING (-87.72645383375527 41.733050064316565, -87.72645383375527 41.733050064316565)"
892664d898bffff,"H3:892664d898bffff (suc=10, lamba_ariza=4)",32.41,"LINESTRING (-87.64852881819421 41.9741811569004, -87.64852881819421 41.9741811569004)"
892664cd057ffff,"H3:892664cd057ffff (suc=14, lamba_ariza=32)",60.69,"LINESTRING (-87.7061704016531 41.79066775812892, -87.7061704016531 41.79066775812892)"
892664ca457ffff,"H3:892664ca457ffff (suc=21, lamba_ariza=30)",71.19,"LINESTRING (-87.71741171596913 41.9612196170359, -87.71741171596913 41.9612196170359)"
892664c860bffff,"H3:892664c860bffff (suc=10, lamba_ariza=16)",43.33,"LINESTRING (-87.79071745181217 41.909250672123065, -87.79071745181217 41.909250672123065)"
892664cca73ffff,"H3:892664cca73ffff (suc=25, lamba_ariza=25)",75.12,"LINESTRING (-87.62093842631656 41.72142232053039, -87.62093842631656 41.72142232053039)"
892664cae77ffff,"H3:892664cae77ffff (suc=66, lamba_ariza=2)",73.86,"LINESTRING (-87.70889857935288 41.896834752057224, -87.70889857935288 41.896834752057224)"
892664cc927ffff,"H3:892664cc927ffff (suc=2, lamba_ariza=16)",21.4,"LINESTRING (-87.55752710090738 41.7035059772896, -87.55752710090738 41.7035059772896)"
892664cda93ffff,"H3:892664cda93ffff (suc=0, lamba_ariza=8)",6.43,"LINESTRING (-87.68737020141899 41.741591214706794, -87.68737020141899 41.741591214706794)"
892759369b3ffff,"H3:892759369b3ffff (suc=2, lamba_ariza=3)",10.02,"LINESTRING (-87.79867218565681 41.98468322564572, -87.79867218565681 41.98468322564572)"
892664cb3a7ffff,"H3:892664cb3a7ffff (suc=8, lamba_ariza=21)",41.81,"LINESTRING (-87.79304063061745 41.92258071923988, -87.79304063061745 41.92258071923988)"
89266456027ffff,"H3:89266456027ffff (suc=17, lamba_ariza=49)",67.67,"LINESTRING (-87.62501251075125 41.67445426883333, -87.62501251075125 41.67445426883333)"
892664d9d77ffff,"H3:892664d9d77ffff (suc=1, lamba_ariza=0)",4.34,"LINESTRING (-87.72502207676686 41.99019455180525, -87.72502207676686 41.99019455180525)"
892664c864fffff,"H3:892664c864fffff (suc=0, lamba_ariza=5)",3.63,"LINESTRING (-87.79915756479592 41.90798889171571, -87.79915756479592 41.90798889171571)"
892664c1a47ffff,"H3:892664c1a47ffff (suc=33, lamba_ariza=8)",68.99,"LINESTRING (-87.64346999166139 41.87373799456189, -87.64346999166139 41.87373799456189)"
892664c8b97ffff,"H3:892664c8b97ffff (suc=1, lamba_ariza=0)",4.67,"LINESTRING (-87.72991277852755 41.828108331222815, -87.72991277852755 41.828108331222815)"
892664c1a9bffff,"H3:892664c1a9bffff (suc=77, lamba_ariza=36)",96.08,"LINESTRING (-87.63132898891651 41.88373546815815, -87.63132898891651 41.88373546815815)"
892664ca4b7ffff,"H3:892664ca4b7ffff (suc=1, lamba_ariza=9)",7.95,"LINESTRING (-87.69451129075199 41.95915103048026, -87.69451129075199 41.95915103048026)"
892664d9877ffff,"H3:892664d9877ffff (suc=1, lamba_ariza=0)",0.54,"LINESTRING (-87.75462264546314 41.985785048428035, -87.75462264546314 41.985785048428035)"
89266457577ffff,"H3:89266457577ffff (suc=6, lamba_ariza=14)",30.4,"LINESTRING (-87.68542134796684 41.69004286216474, -87.68542134796684 41.69004286216474)"
892664cf54fffff,"H3:892664cf54fffff (suc=22, lamba_ariza=21)",69.63,"LINESTRING (-87.63540670527398 41.83667482507271, -87.63540670527398 41.83667482507271)"
892664d8c57ffff,"H3:892664d8c57ffff (suc=22, lamba_ariza=13)",62.78,"LINESTRING (-87.67055834656252 42.00649925908105, -87.67055834656252 42.00649925908105)"
892664cc627ffff,"H3:892664cc627ffff (suc=26, lamba_ariza=35)",78.81,"LINESTRING (-87.6322808144163 41.787975835433116, -87.6322808144163 41.787975835433116)"
892664c1607ffff,"H3:892664c1607ffff (suc=155, lamba_ariza=11)",84.05,"LINESTRING (-87.65664148417619 41.945617791168495, -87.65664148417619 41.945617791168495)"
892664529d7ffff,"H3:892664529d7ffff (suc=5, lamba_ariza=28)",35.52,"LINESTRING (-87.72523058637964 41.73596132137555, -87.72523058637964 41.73596132137555)"
892664cdb1bffff,"H3:892664cdb1bffff (suc=3, lamba_ariza=26)",30.56,"LINESTRING (-87.67737172923056 41.718517000265265, -87.67737172923056 41.718517000265265)"
892664cd96bffff,"H3:892664cd96bffff (suc=20, lamba_ariza=12)",58.09,"LINESTRING (-87.65581817563827 41.713529525211214, -87.65581817563827 41.713529525211214)"
892664d8e73ffff,"H3:892664d8e73ffff (suc=49, lamba_ariza=14)",80.98,"LINESTRING (-87.6984119767476 41.99688911571717, -87.6984119767476 41.99688911571717)"
892664cde93ffff,"H3:892664cde93ffff (suc=12, lamba_ariza=25)",51.88,"LINESTRING (-87.67878451363877 41.761972359648674, -87.67878451363877 41.761972359648674)"
892664ce34fffff,"H3:892664ce34fffff (suc=29, lamba_ariza=13)",69.7,"LINESTRING (-87.59363802977924 41.804610280157064, -87.59363802977924 41.804610280157064)"
892664cac73ffff,"H3:892664cac73ffff (suc=16, lamba_ariza=19)",58.2,"LINESTRING (-87.68233885323875 41.90351519989121, -87.68233885323875 41.90351519989121)"
89266452597ffff,"H3:89266452597ffff (suc=7, lamba_ariza=12)",31.17,"LINESTRING (-87.7384871009972 41.80770771022066, -87.7384871009972 41.80770771022066)"
892664c1a67ffff,"H3:892664c1a67ffff (suc=40, lamba_ariza=9)",73.66,"LINESTRING (-87.63872686292318 41.86624089578729, -87.63872686292318 41.86624089578729)"
892664cc86fffff,"H3:892664cc86fffff (suc=16, lamba_ariza=21)",58.8,"LINESTRING (-87.59394781219976 41.719954970843006, -87.59394781219976 41.719954970843006)"
892664cac2bffff,"H3:892664cac2bffff (suc=48, lamba_ariza=14)",80.8,"LINESTRING (-87.67635600932488 41.89893443917913, -87.67635600932488 41.89893443917913)"
892664c12d3ffff,"H3:892664c12d3ffff (suc=17, lamba_ariza=16)",57.72,"LINESTRING (-87.67178585980206 41.937901108517565, -87.67178585980206 41.937901108517565)"
892664d8c4fffff,"H3:892664d8c4fffff (suc=6, lamba_ariza=1)",18.2,"LINESTRING (-87.67602404674503 42.002950751212744, -87.67602404674503 42.002950751212744)"
892664d8bd3ffff,"H3:892664d8bd3ffff (suc=4, lamba_ariza=11)",21.45,"LINESTRING (-87.6841242001722 41.97437632915449, -87.6841242001722 41.97437632915449)"
892664562b7ffff,"H3:892664562b7ffff (suc=10, lamba_ariza=13)",40.76,"LINESTRING (-87.64654619817668 41.67944636956759, -87.64654619817668 41.67944636956759)"
892664c1233ffff,"H3:892664c1233ffff (suc=14, lamba_ariza=23)",57.32,"LINESTRING (-87.66227936895528 41.922899381314586, -87.66227936895528 41.922899381314586)"
892664c144bffff,"H3:892664c144bffff (suc=24, lamba_ariza=21)",71.44,"LINESTRING (-87.645719244066 41.95270745412294, -87.645719244066 41.95270745412294)"
892664c1613ffff,"H3:892664c1613ffff (suc=29, lamba_ariza=22)",76.76,"LINESTRING (-87.65840158477788 41.95082850539816, -87.65840158477788 41.95082850539816)"
89275936d0bffff,"H3:89275936d0bffff (suc=3, lamba_ariza=12)",19.96,"LINESTRING (-87.80700763997028 42.00260303486521, -87.80700763997028 42.00260303486521)"
892664c163bffff,"H3:892664c163bffff (suc=14, lamba_ariza=9)",45.91,"LINESTRING (-87.65787483840225 41.942699350172234, -87.65787483840225 41.942699350172234)"
892664cd92bffff,"H3:892664cd92bffff (suc=25, lamba_ariza=30)",76.78,"LINESTRING (-87.6444287127337 41.71248921699854, -87.6444287127337 41.71248921699854)"
892664ca8abffff,"H3:892664ca8abffff (suc=35, lamba_ariza=26)",83.84,"LINESTRING (-87.678287804906 41.884977496989606, -87.678287804906 41.884977496989606)"
892664c850fffff,"H3:892664c850fffff (suc=12, lamba_ariza=17)",47.08,"LINESTRING (-87.7372153983934 41.89535482575455, -87.7372153983934 41.89535482575455)"
892664d8b93ffff,"H3:892664d8b93ffff (suc=9, lamba_ariza=10)",34.48,"LINESTRING (-87.67267043313156 41.97333928589806, -87.67267043313156 41.97333928589806)"
892664d986fffff,"H3:892664d986fffff (suc=1, lamba_ariza=5)",4.87,"LINESTRING (-87.76007829052988 41.98223394302616, -87.76007829052988 41.98223394302616)"
892664cae1bffff,"H3:892664cae1bffff (suc=38, lamba_ariza=8)",71.77,"LINESTRING (-87.70943371155133 41.904958729557706, -87.70943371155133 41.904958729557706)"
892664cb173ffff,"H3:892664cb173ffff (suc=6, lamba_ariza=1)",18.46,"LINESTRING (-87.78337309859023 41.92676108202778, -87.78337309859023 41.92676108202778)"
892664cad0bffff,"H3:892664cad0bffff (suc=47, lamba_ariza=42)",92.69,"LINESTRING (-87.66017205649122 41.890398436967764, -87.66017205649122 41.890398436967764)"
89275934da3ffff,"H3:89275934da3ffff (suc=2, lamba_ariza=5)",10.46,"LINESTRING (-87.83803546826802 41.95689118650862, -87.83803546826802 41.95689118650862)"
892664d9a0fffff,"H3:892664d9a0fffff (suc=2, lamba_ariza=14)",20.43,"LINESTRING (-87.78298936745065 41.98428923901606, -87.78298936745065 41.98428923901606)"
892664ccd73ffff,"H3:892664ccd73ffff (suc=19, lamba_ariza=33)",69.42,"LINESTRING (-87.56202265008965 41.73012021343282, -87.56202265008965 41.73012021343282)"
892664caba7ffff,"H3:892664caba7ffff (suc=2, lamba_ariza=3)",8.66,"LINESTRING (-87.67968878130199 41.862901801462854, -87.67968878130199 41.862901801462854)"
892664d8aabffff,"H3:892664d8aabffff (suc=19, lamba_ariza=9)",54.66,"LINESTRING (-87.69434642890856 41.978332115768545, -87.69434642890856 41.978332115768545)"
892664cdea3ffff,"H3:892664cdea3ffff (suc=19, lamba_ariza=14)",60.06,"LINESTRING (-87.67527465044998 41.751574885269214, -87.67527465044998 41.751574885269214)"
892664c1b9bffff,"H3:892664c1b9bffff (suc=5, lamba_ariza=0)",16.36,"LINESTRING (-87.61041787063206 41.86769527919542, -87.61041787063206 41.86769527919542)"
89266456047ffff,"H3:89266456047ffff (suc=22, lamba_ariza=20)",68.26,"LINESTRING (-87.64111598153693 41.682977671876, -87.64111598153693 41.682977671876)"
892664c84b7ffff,"H3:892664c84b7ffff (suc=2, lamba_ariza=3)",10.84,"LINESTRING (-87.7412904209503 41.91389134855072, -87.7412904209503 41.91389134855072)"
8926641b22bffff,"H3:8926641b22bffff (suc=6, lamba_ariza=18)",33.95,"LINESTRING (-87.53525482075793 41.70951205664687, -87.53525482075793 41.70951205664687)"
892664d9bd7ffff,"H3:892664d9bd7ffff (suc=1, lamba_ariza=26)",20.9,"LINESTRING (-87.7613057634349 41.979313439515096, -87.7613057634349 41.979313439515096)"
89275936babffff,"H3:89275936babffff (suc=2, lamba_ariza=5)",11.62,"LINESTRING (-87.83370505274017 41.97670171926891, -87.83370505274017 41.97670171926891)"
892664c13c3ffff,"H3:892664c13c3ffff (suc=15, lamba_ariza=18)",54.87,"LINESTRING (-87.65207134433808 41.91894251740828, -87.65207134433808 41.91894251740828)"
892664cb333ffff,"H3:892664cb333ffff (suc=10, lamba_ariza=38)",52.12,"LINESTRING (-87.8014830678559 41.921318430109714, -87.8014830678559 41.921318430109714)"
892664cb2abffff,"H3:892664cb2abffff (suc=2, lamba_ariza=31)",29.64,"LINESTRING (-87.82125257496772 41.940248382232596, -87.82125257496772 41.940248382232596)"
892664c8cb7ffff,"H3:892664c8cb7ffff (suc=71, lamba_ariza=18)",87.61,"LINESTRING (-87.70798779547843 41.86143078918151, -87.70798779547843 41.86143078918151)"
892664ca46fffff,"H3:892664ca46fffff (suc=16, lamba_ariza=14)",54.97,"LINESTRING (-87.71810409924709 41.950171185750996, -87.71810409924709 41.950171185750996)"
892664d8e17ffff,"H3:892664d8e17ffff (suc=27, lamba_ariza=15)",70.78,"LINESTRING (-87.688718014658 42.001066621580755, -87.688718014658 42.001066621580755)"
892664cc0c7ffff,"H3:892664cc0c7ffff (suc=46, lamba_ariza=48)",93.02,"LINESTRING (-87.62087287332157 41.7869332819042, -87.62087287332157 41.7869332819042)"
892664d8317ffff,"H3:892664d8317ffff (suc=0, lamba_ariza=3)",1.86,"LINESTRING (-87.7097128340091 42.01711314336297, -87.7097128340091 42.01711314336297)"
892664ca907ffff,"H3:892664ca907ffff (suc=55, lamba_ariza=12)",80.87,"LINESTRING (-87.6615819153065 41.868321023030504, -87.6615819153065 41.868321023030504)"
892664cf133ffff,"H3:892664cf133ffff (suc=21, lamba_ariza=16)",64.43,"LINESTRING (-87.62541234171069 41.8135693173327, -87.62541234171069 41.8135693173327)"
892664cf1d3ffff,"H3:892664cf1d3ffff (suc=3, lamba_ariza=8)",16.45,"LINESTRING (-87.63488526763972 41.8285563764614, -87.63488526763972 41.8285563764614)"
89275936b13ffff,"H3:89275936b13ffff (suc=4, lamba_ariza=10)",21.84,"LINESTRING (-87.83971125009862 41.98127707492722, -87.83971125009862 41.98127707492722)"
892664cb27bffff,"H3:892664cb27bffff (suc=1, lamba_ariza=4)",5.03,"LINESTRING (-87.83814053294792 41.93771827906304, -87.83814053294792 41.93771827906304)"
892664d9907ffff,"H3:892664d9907ffff (suc=13, lamba_ariza=10)",44.02,"LINESTRING (-87.72817224007626 41.97330213170707, -87.72817224007626 41.97330213170707)"
892664cea67ffff,"H3:892664cea67ffff (suc=16, lamba_ariza=18)",56.89,"LINESTRING (-87.57247853690545 41.76132282764613, -87.57247853690545 41.76132282764613)"
892664d9d6fffff,"H3:892664d9d6fffff (suc=3, lamba_ariza=10)",18.25,"LINESTRING (-87.73048092200932 41.98664450106391, -87.73048092200932 41.98664450106391)"
892664daa6bffff,"H3:892664daa6bffff (suc=28, lamba_ariza=16)",71.22,"LINESTRING (-87.66562051092312 42.01818324331526, -87.66562051092312 42.01818324331526)"
892664ca2c3ffff,"H3:892664ca2c3ffff (suc=17, lamba_ariza=15)",56.86,"LINESTRING (-87.75313172788479 41.94221816016493, -87.75313172788479 41.94221816016493)"
892664565cfffff,"H3:892664565cfffff (suc=12, lamba_ariza=28)",54.04,"LINESTRING (-87.60923039050752 41.693149367766026, -87.60923039050752 41.693149367766026)"
892664c8c2bffff,"H3:892664c8c2bffff (suc=61, lamba_ariza=7)",76.78,"LINESTRING (-87.72309410650247 41.85371722037817, -87.72309410650247 41.85371722037817)"
892664ca1afffff,"H3:892664ca1afffff (suc=17, lamba_ariza=13)",55.03,"LINESTRING (-87.68762386932053 41.91913889802552, -87.68762386932053 41.91913889802552)"
892664c8b6bffff,"H3:892664c8b6bffff (suc=0, lamba_ariza=2)",1.08,"LINESTRING (-87.75166445517124 41.81393887707836, -87.75166445517124 41.81393887707836)"
89266456097ffff,"H3:89266456097ffff (suc=77, lamba_ariza=43)",97.04,"LINESTRING (-87.62184433208101 41.69128423670276, -87.62184433208101 41.69128423670276)"
892664cb477ffff,"H3:892664cb477ffff (suc=1, lamba_ariza=1)",4.84,"LINESTRING (-87.79279297912885 41.960926063960564, -87.79279297912885 41.960926063960564)"
892664d9bbbffff,"H3:892664d9bbbffff (suc=5, lamba_ariza=12)",25.25,"LINESTRING (-87.75230716671598 41.97244369764544, -87.75230716671598 41.97244369764544)"
89266457027ffff,"H3:89266457027ffff (suc=2, lamba_ariza=8)",12.54,"LINESTRING (-87.7046780244986 41.681726492855326, -87.7046780244986 41.681726492855326)"
892664ca0a3ffff,"H3:892664ca0a3ffff (suc=16, lamba_ariza=11)",51.65,"LINESTRING (-87.70735133060705 41.938090610519325, -87.70735133060705 41.938090610519325)"
8926641912bffff,"H3:8926641912bffff (suc=0, lamba_ariza=10)",8.3,"LINESTRING (-87.53174037054998 41.652775847665886, -87.53174037054998 41.652775847665886)"
892664d8b87ffff,"H3:892664d8b87ffff (suc=19, lamba_ariza=14)",59.2,"LINESTRING (-87.67090792499506 41.96812752972226, -87.67090792499506 41.96812752972226)"
892664cc44fffff,"H3:892664cc44fffff (suc=32, lamba_ariza=16)",75.4,"LINESTRING (-87.62314196008037 41.800250290911954, -87.62314196008037 41.800250290911954)"
892664cd223ffff,"H3:892664cd223ffff (suc=19, lamba_ariza=21)",64.97,"LINESTRING (-87.7237033270879 41.77713649431973, -87.7237033270879 41.77713649431973)"
892664cc837ffff,"H3:892664cc837ffff (suc=47, lamba_ariza=12)",79.47,"LINESTRING (-87.57711583112741 41.72243900081734, -87.57711583112741 41.72243900081734)"
892664c8c7bffff,"H3:892664c8c7bffff (suc=11, lamba_ariza=26)",50.34,"LINESTRING (-87.73329200469423 41.85766518384737, -87.73329200469423 41.85766518384737)"
892664cd66bffff,"H3:892664cd66bffff (suc=11, lamba_ariza=18)",47.42,"LINESTRING (-87.73074942844826 41.79793453656927, -87.73074942844826 41.79793453656927)"
892664ce20fffff,"H3:892664ce20fffff (suc=31, lamba_ariza=13)",72.04,"LINESTRING (-87.6030995587253 41.81959902378699, -87.6030995587253 41.81959902378699)"
892664ca937ffff,"H3:892664ca937ffff (suc=35, lamba_ariza=11)",72.89,"LINESTRING (-87.65560537797658 41.86374074126644, -87.65560537797658 41.86374074126644)"
892664cb5d7ffff,"H3:892664cb5d7ffff (suc=7, lamba_ariza=16)",35.03,"LINESTRING (-87.76989362065692 41.958872648901185, -87.76989362065692 41.958872648901185)"
892664d8c17ffff,"H3:892664d8c17ffff (suc=39, lamba_ariza=12)",76.06,"LINESTRING (-87.6590965257104 42.00546090578339, -87.6590965257104 42.00546090578339)"
892664cd46fffff,"H3:892664cd46fffff (suc=13, lamba_ariza=11)",43.98,"LINESTRING (-87.69827919052513 41.800033852584406, -87.69827919052513 41.800033852584406)"
892664ca83bffff,"H3:892664ca83bffff (suc=90, lamba_ariza=34)",96.3,"LINESTRING (-87.68373844166531 41.8814346259942, -87.68373844166531 41.8814346259942)"
892664cd367ffff,"H3:892664cd367ffff (suc=6, lamba_ariza=7)",25.11,"LINESTRING (-87.71123049522004 41.75988098083704, -87.71123049522004 41.75988098083704)"
892664cdd6fffff,"H3:892664cdd6fffff (suc=4, lamba_ariza=18)",29.98,"LINESTRING (-87.64424400115824 41.731614576634406, -87.64424400115824 41.731614576634406)"
89266456413ffff,"H3:89266456413ffff (suc=13, lamba_ariza=30)",57.45,"LINESTRING (-87.62287976239969 41.707495587375014, -87.62287976239969 41.707495587375014)"
